,标普500,,,日经225,,,上证综指
,SPX.GI,,,N225.GI,,,000001.SH
日期,收盘价,,日期,收盘价,,日期,收盘价
Date,close,,Date,close,,Date,close
2012-03-08,8637.3319,,2012-03-08,760.2498,,2012-03-08,2420.2760
2012-03-09,8646.4884,,2012-03-09,767.2909,,2012-03-09,2439.4620
2012-03-12,8676.5317,,2012-03-12,760.8170,,2012-03-12,2434.8590
2012-03-13,8830.6401,,2012-03-13,759.9128,,2012-03-13,2455.7950
2012-03-14,8829.6964,,2012-03-14,765.4175,,2012-03-14,2391.2300
2012-03-15,8886.7333,,2012-03-15,763.7509,,2012-03-15,2373.7740
2012-03-16,8874.3544,,2012-03-16,766.1190,,2012-03-16,2404.7360
2012-03-19,8892.9850,,2012-03-19,765.9738,,2012-03-19,2410.1840
2012-03-20,8858.8520,,2012-03-20,766.5620,,2012-03-20,2376.8390
2012-03-21,8851.1136,,2012-03-21,760.7130,,2012-03-21,2378.1950
2012-03-22,8775.0711,,2012-03-22,764.8173,,2012-03-22,2375.7720
2012-03-23,8786.5645,,2012-03-23,761.6226,,2012-03-23,2349.5390
2012-03-26,8903.8986,,2012-03-26,760.7651,,2012-03-26,2350.5990
2012-03-27,8876.2757,,2012-03-27,777.0327,,2012-03-27,2347.1790
2012-03-28,8842.5332,,2012-03-28,771.8592,,2012-03-28,2284.8810
2012-03-29,8831.1217,,2012-03-29,769.4725,,2012-03-29,2252.1600
2012-03-30,8865.3327,,2012-03-30,773.3082,,2012-03-30,2262.7880
2012-04-05,8812.7973,,2012-04-05,747.6226,,2012-04-05,2302.2410
2012-04-06,8817.9702,,2012-04-06,742.4453,,2012-04-06,2306.5530
2012-04-09,8710.7626,,2012-04-09,738.2696,,2012-04-09,2285.7770
2012-04-10,8565.6382,,2012-04-10,735.4195,,2012-04-10,2305.8630
2012-04-11,8625.3367,,2012-04-11,738.1222,,2012-04-11,2308.9250
2012-04-12,8739.4709,,2012-04-12,740.4953,,2012-04-12,2350.8640
2012-04-13,8616.0579,,2012-04-13,748.6887,,2012-04-13,2359.1610
2012-04-16,8622.8127,,2012-04-16,736.5033,,2012-04-16,2357.0260
2012-04-17,8747.4499,,2012-04-17,739.4494,,2012-04-17,2334.9850
2012-04-18,8719.1793,,2012-04-18,750.1214,,2012-04-18,2380.8480
2012-04-19,8675.1468,,2012-04-19,741.8242,,2012-04-19,2378.6340
2012-04-20,8690.5288,,2012-04-20,738.4621,,2012-04-20,2406.8630
2012-04-23,8607.6212,,2012-04-23,737.2185,,2012-04-23,2388.5880
2012-04-24,8643.8226,,2012-04-24,735.1176,,2012-04-24,2388.8340
2012-04-25,8750.6387,,2012-04-25,738.7601,,2012-04-25,2406.8130
2012-04-26,8795.9343,,2012-04-26,738.6227,,2012-04-26,2404.6970
2012-04-27,8811.2764,,2012-04-27,736.5551,,2012-04-27,2396.3160
2012-05-02,8788.2768,,2012-05-02,732.4943,,2012-05-02,2438.4360
2012-05-03,8724.7264,,2012-05-03,733.9014,,2012-05-03,2440.0800
2012-05-04,8587.1321,,2012-05-04,733.9577,,2012-05-04,2452.0140
2012-05-07,8608.9060,,2012-05-07,717.5487,,2012-05-07,2451.9470
2012-05-08,8564.7071,,2012-05-08,721.0350,,2012-05-08,2448.8840
2012-05-09,8515.5672,,2012-05-09,711.9729,,2012-05-09,2408.5870
2012-05-10,8547.3249,,2012-05-10,711.2938,,2012-05-10,2410.2300
2012-05-11,8519.8607,,2012-05-11,705.4582,,2012-05-11,2394.9830
2012-05-14,8436.9584,,2012-05-14,706.5643,,2012-05-14,2380.7250
2012-05-15,8397.7953,,2012-05-15,702.8202,,2012-05-15,2374.8430
2012-05-16,8373.3984,,2012-05-16,692.0184,,2012-05-16,2346.1920
2012-05-17,8251.0212,,2012-05-17,699.2090,,2012-05-17,2378.8860
2012-05-18,8186.9561,,2012-05-18,685.5722,,2012-05-18,2344.5200
2012-05-21,8306.0025,,2012-05-21,688.2678,,2012-05-21,2348.3000
2012-05-22,8304.9071,,2012-05-22,693.6032,,2012-05-22,2373.3070
2012-05-23,8336.2503,,2012-05-23,676.0997,,2012-05-23,2363.4370
2012-05-24,8352.9048,,2012-05-24,681.7821,,2012-05-24,2350.9730
2012-05-25,8336.5293,,2012-05-25,681.1800,,2012-05-25,2333.5530
2012-05-28,8333.3666,,2012-05-28,683.2585,,2012-05-28,2361.3670
2012-05-29,8429.1554,,2012-05-29,688.0647,,2012-05-29,2389.6360
2012-05-30,8312.9216,,2012-05-30,687.2365,,2012-05-30,2384.6680
2012-05-31,8301.5957,,2012-05-31,685.9214,,2012-05-31,2372.2340
2012-06-01,8091.0156,,2012-06-01,681.0100,,2012-06-01,2373.4360
2012-06-04,8087.8118,,2012-06-04,671.6972,,2012-06-04,2308.5500
2012-06-05,8127.5738,,2012-06-05,676.3184,,2012-06-05,2311.9160
2012-06-06,8319.6439,,2012-06-06,686.6249,,2012-06-06,2309.5550
2012-06-07,8306.7918,,2012-06-07,689.0781,,2012-06-07,2293.1300
2012-06-08,8376.5804,,2012-06-08,672.4689,,2012-06-08,2281.4470
2012-06-11,8268.3799,,2012-06-11,684.2047,,2012-06-11,2305.8560
2012-06-12,8381.0001,,2012-06-12,681.0595,,2012-06-12,2289.7910
2012-06-13,8319.3772,,2012-06-13,682.6646,,2012-06-13,2318.9240
2012-06-14,8398.7158,,2012-06-14,682.8291,,2012-06-14,2295.9460
2012-06-15,8471.8433,,2012-06-15,681.3381,,2012-06-15,2306.8500
2012-06-18,8472.7864,,2012-06-18,693.8182,,2012-06-18,2316.0520
2012-06-19,8557.4468,,2012-06-19,690.8336,,2012-06-19,2300.7950
2012-06-20,8541.3893,,2012-06-20,696.7889,,2012-06-20,2292.8770
2012-06-21,8356.0150,,2012-06-21,700.7018,,2012-06-21,2260.8770
2012-06-25,8306.6516,,2012-06-25,684.7942,,2012-06-25,2224.1140
2012-06-26,8343.7888,,2012-06-26,687.8775,,2012-06-26,2222.0670
2012-06-27,8413.6960,,2012-06-27,694.9819,,2012-06-27,2216.9340
2012-06-28,8398.2038,,2012-06-28,704.3204,,2012-06-28,2195.8430
2012-06-29,8615.5258,,2012-06-29,717.3720,,2012-06-29,2225.4310
2012-07-02,8622.6494,,2012-07-02,712.9856,,2012-07-02,2226.1100
2012-07-03,8680.7836,,2012-07-03,720.6216,,2012-07-03,2229.1930
2012-07-04,8672.9516,,2012-07-04,720.5586,,2012-07-04,2227.3150
2012-07-05,8642.1483,,2012-07-05,718.0760,,2012-07-05,2201.3530
2012-07-06,8568.2155,,2012-07-06,716.4189,,2012-07-06,2223.5790
2012-07-09,8560.1251,,2012-07-09,708.3429,,2012-07-09,2170.8140
2012-07-10,8477.4197,,2012-07-10,704.8539,,2012-07-10,2164.4370
2012-07-11,8479.1713,,2012-07-11,705.6725,,2012-07-11,2175.3830
2012-07-12,8437.6853,,2012-07-12,692.5345,,2012-07-12,2185.4910
2012-07-13,8581.2265,,2012-07-13,696.4029,,2012-07-13,2185.8950
2012-07-16,8556.0877,,2012-07-16,696.5163,,2012-07-16,2147.9550
2012-07-17,8613.8943,,2012-07-17,701.2930,,2012-07-17,2161.1860
2012-07-18,8667.7329,,2012-07-18,696.8738,,2012-07-18,2169.0990
2012-07-19,8689.3570,,2012-07-19,705.4911,,2012-07-19,2184.8410
2012-07-20,8600.0198,,2012-07-20,694.9334,,2012-07-20,2168.6380
2012-07-23,8544.7400,,2012-07-23,685.3197,,2012-07-23,2141.4020
2012-07-24,8476.7217,,2012-07-24,685.7188,,2012-07-24,2146.5890
2012-07-25,8486.1025,,2012-07-25,678.7255,,2012-07-25,2136.1510
2012-07-26,8619.9428,,2012-07-26,684.8705,,2012-07-26,2126.0040
2012-07-27,8776.6550,,2012-07-27,692.8613,,2012-07-27,2128.7650
2012-07-30,8769.3646,,2012-07-30,696.9491,,2012-07-30,2109.9140
2012-07-31,8733.8542,,2012-07-31,704.5433,,2012-07-31,2103.6340
2012-08-01,8705.3238,,2012-08-01,700.5429,,2012-08-01,2123.3600
2012-08-02,8653.0080,,2012-08-02,698.9173,,2012-08-02,2111.1820
2012-08-03,8821.7977,,2012-08-03,694.8460,,2012-08-03,2132.7960
2012-08-06,8832.8653,,2012-08-06,703.4611,,2012-08-06,2154.9160
2012-08-07,8875.0298,,2012-08-07,713.2178,,2012-08-07,2157.6200
2012-08-08,8886.9899,,2012-08-08,715.8037,,2012-08-08,2160.9900
2012-08-09,8891.9284,,2012-08-09,725.6145,,2012-08-09,2174.1020
2012-08-10,8919.8234,,2012-08-10,717.7081,,2012-08-10,2168.8140
2012-08-13,8909.9204,,2012-08-13,720.1503,,2012-08-13,2136.0780
2012-08-14,8906.9531,,2012-08-14,722.3112,,2012-08-14,2142.5250
2012-08-15,8922.5855,,2012-08-15,718.4746,,2012-08-15,2118.9450
2012-08-16,8987.7807,,2012-08-16,730.2759,,2012-08-16,2112.1970
2012-08-17,8998.0834,,2012-08-17,733.4948,,2012-08-17,2114.8910
2012-08-20,9002.0056,,2012-08-20,732.2529,,2012-08-20,2106.9570
2012-08-21,8962.0415,,2012-08-21,731.9584,,2012-08-21,2118.2680
2012-08-22,8954.1765,,2012-08-22,729.1694,,2012-08-22,2107.7110
2012-08-23,8877.4097,,2012-08-23,739.6280,,2012-08-23,2113.0720
2012-08-24,8933.1585,,2012-08-24,730.3232,,2012-08-24,2092.1040
2012-08-27,8941.0612,,2012-08-27,730.2382,,2012-08-27,2055.7080
2012-08-28,8936.5122,,2012-08-28,727.6857,,2012-08-28,2073.1540
2012-08-29,8941.2372,,2012-08-29,730.6276,,2012-08-29,2053.2350
2012-08-30,8877.6014,,2012-08-30,723.1673,,2012-08-30,2052.5850
2012-08-31,8924.6094,,2012-08-31,713.3454,,2012-08-31,2047.5220
2012-09-03,8919.8271,,2012-09-03,711.5917,,2012-09-03,2059.1470
2012-09-04,8907.6006,,2012-09-04,710.2898,,2012-09-04,2043.6490
2012-09-05,8906.2302,,2012-09-05,701.8416,,2012-09-05,2037.6810
2012-09-06,9085.2261,,2012-09-06,701.9456,,2012-09-06,2051.9180
2012-09-07,9118.1383,,2012-09-07,713.2274,,2012-09-07,2127.7620
2012-09-10,9056.7945,,2012-09-10,718.2682,,2012-09-10,2134.8930
2012-09-11,9087.4802,,2012-09-11,713.8558,,2012-09-11,2120.5540
2012-09-12,9101.3259,,2012-09-12,729.3139,,2012-09-12,2126.5540
2012-09-13,9247.2847,,2012-09-13,732.1602,,2012-09-13,2110.3790
2012-09-14,9280.8159,,2012-09-14,746.9483,,2012-09-14,2123.8470
2012-09-17,9248.6021,,2012-09-17,742.1762,,2012-09-17,2078.5000
2012-09-18,9245.2300,,2012-09-18,734.6095,,2012-09-18,2059.5430
2012-09-19,9261.8882,,2012-09-19,743.1190,,2012-09-19,2067.8310
2012-09-20,9255.1279,,2012-09-20,734.0008,,2012-09-20,2024.8370
2012-09-21,9261.1474,,2012-09-21,737.4727,,2012-09-21,2026.6900
2012-09-24,9238.2852,,2012-09-24,736.0273,,2012-09-24,2033.1920
2012-09-25,9144.0054,,2012-09-25,740.2696,,2012-09-25,2029.2930
2012-09-26,9093.4121,,2012-09-26,726.2790,,2012-09-26,2004.1720
2012-09-27,9183.4692,,2012-09-27,730.6674,,2012-09-27,2056.3230
2012-09-28,9135.2885,,2012-09-28,724.5501,,2012-09-28,2086.1690
2012-10-08,9234.0645,,2012-10-08,713.0082,,2012-10-08,2074.4190
2012-10-09,9144.8933,,2012-10-09,709.5475,,2012-10-09,2115.2300
2012-10-10,9089.4499,,2012-10-10,696.5869,,2012-10-10,2119.9420
2012-10-11,9082.9160,,2012-10-11,693.7421,,2012-10-11,2102.8680
2012-10-12,9037.8318,,2012-10-12,688.0805,,2012-10-12,2104.9320
2012-10-15,9088.9485,,2012-10-15,689.9572,,2012-10-15,2098.7030
2012-10-16,9181.4182,,2012-10-16,695.3565,,2012-10-16,2098.8080
2012-10-17,9207.8235,,2012-10-17,703.4584,,2012-10-17,2105.6180
2012-10-18,9184.3024,,2012-10-18,714.4428,,2012-10-18,2131.6880
2012-10-19,9036.5496,,2012-10-19,714.0566,,2012-10-19,2128.3020
2012-10-22,9043.2461,,2012-10-22,715.4774,,2012-10-22,2132.7580
2012-10-23,8913.6153,,2012-10-23,709.7640,,2012-10-23,2114.4470
2012-10-24,8886.5359,,2012-10-24,706.2704,,2012-10-24,2115.9900
2012-10-25,8908.3520,,2012-10-25,714.0840,,2012-10-25,2101.5800
2012-10-26,8896.6339,,2012-10-26,700.7896,,2012-10-26,2066.2090
2012-10-29,8894.0924,,2012-10-29,705.1321,,2012-10-29,2058.9430
2012-10-30,8899.1754,,2012-10-30,696.3059,,2012-10-30,2062.3470
2012-10-31,8896.8904,,2012-10-31,704.8617,,2012-10-31,2068.8800
2012-11-01,8996.2439,,2012-11-01,704.3602,,2012-11-01,2104.4280
2012-11-02,8915.8239,,2012-11-02,709.6066,,2012-11-02,2117.0460
2012-11-05,8940.3595,,2012-11-05,704.5980,,2012-11-05,2114.0270
2012-11-06,9009.9984,,2012-11-06,704.7108,,2012-11-06,2105.9990
2012-11-07,8794.8824,,2012-11-07,703.1336,,2012-11-07,2105.7300
2012-11-08,8686.5781,,2012-11-08,695.8284,,2012-11-08,2071.5090
2012-11-09,8694.7108,,2012-11-09,693.1115,,2012-11-09,2069.0670
2012-11-12,8683.1488,,2012-11-12,686.7489,,2012-11-12,2079.2740
2012-11-13,8644.5566,,2012-11-13,683.1317,,2012-11-13,2047.8890
2012-11-14,8523.4567,,2012-11-14,684.0631,,2012-11-14,2055.4190
2012-11-15,8513.1224,,2012-11-15,690.2810,,2012-11-15,2030.2900
2012-11-16,8559.7647,,2012-11-16,698.2895,,2012-11-16,2014.7250
2012-11-19,8733.9398,,2012-11-19,705.7117,,2012-11-19,2016.9820
2012-11-20,8732.9332,,2012-11-20,705.2633,,2012-11-20,2008.9230
2012-11-21,8750.6915,,2012-11-21,707.8284,,2012-11-21,2030.3190
2012-11-22,8752.0826,,2012-11-22,713.1039,,2012-11-22,2015.6110
2012-11-23,8864.3990,,2012-11-23,713.5722,,2012-11-23,2027.3840
2012-11-26,8843.3140,,2012-11-26,713.2214,,2012-11-26,2017.4640
2012-11-27,8792.6177,,2012-11-27,720.8542,,2012-11-27,1991.1650
2012-11-28,8868.7417,,2012-11-28,710.9625,,2012-11-28,1973.5230
2012-11-29,8907.7415,,2012-11-29,718.2930,,2012-11-29,1963.4880
2012-11-30,8906.6393,,2012-11-30,721.7696,,2012-11-30,1980.1170
2012-12-03,8866.6310,,2012-12-03,719.4838,,2012-12-03,1959.7670
2012-12-04,8848.2339,,2012-12-04,720.2532,,2012-12-04,1975.1430
2012-12-05,8860.2843,,2012-12-05,725.2658,,2012-12-05,2031.9070
2012-12-06,8895.2379,,2012-12-06,727.0644,,2012-12-06,2029.2370
2012-12-07,8923.9145,,2012-12-07,725.5203,,2012-12-07,2061.7860
2012-12-10,8925.8003,,2012-12-10,725.2705,,2012-12-10,2083.7700
2012-12-11,8981.9703,,2012-12-11,725.5913,,2012-12-11,2074.7040
2012-12-12,8982.7108,,2012-12-12,728.5551,,2012-12-12,2082.7260
2012-12-13,8926.4952,,2012-12-13,733.7542,,2012-12-13,2061.4760
2012-12-14,8894.6694,,2012-12-14,730.4533,,2012-12-14,2150.6250
2012-12-17,8995.8201,,2012-12-17,734.4139,,2012-12-17,2160.3420
2012-12-18,9097.4155,,2012-12-18,742.5785,,2012-12-18,2162.4640
2012-12-19,9026.2196,,2012-12-19,756.2792,,2012-12-19,2162.2390
2012-12-20,9077.4896,,2012-12-20,752.2470,,2012-12-20,2168.3530
2012-12-21,8992.9262,,2012-12-21,739.6299,,2012-12-21,2153.3100
2012-12-24,8975.5461,,2012-12-24,738.8347,,2012-12-24,2159.0530
2012-12-25,8978.1140,,2012-12-25,746.4329,,2012-12-25,2213.6110
2012-12-26,8936.8360,,2012-12-26,754.4072,,2012-12-26,2219.1320
2012-12-27,8926.7977,,2012-12-27,757.0564,,2012-12-27,2205.8970
2012-12-28,8820.7237,,2012-12-28,755.0435,,2012-12-28,2233.2520
2012-12-31,8964.3172,,2012-12-31,759.3575,,2012-12-31,2269.1280
2013-01-04,9223.6564,,2013-01-04,767.0750,,2013-01-04,2276.9920
2013-01-07,9191.1948,,2013-01-07,755.0205,,2013-01-07,2285.3640
2013-01-08,9151.4849,,2013-01-08,753.4489,,2013-01-08,2276.0700
2013-01-09,9177.2510,,2013-01-09,761.4984,,2013-01-09,2275.3400
2013-01-10,9243.8831,,2013-01-10,757.9353,,2013-01-10,2283.6580
2013-01-11,9231.5200,,2013-01-11,760.7006,,2013-01-11,2242.9970
2013-01-14,9220.4283,,2013-01-14,755.3322,,2013-01-14,2311.7400
2013-01-15,9230.2467,,2013-01-15,760.1866,,2013-01-15,2325.6820
2013-01-16,9240.0169,,2013-01-16,748.3063,,2013-01-16,2309.4990
2013-01-17,9295.4161,,2013-01-17,756.2551,,2013-01-17,2284.9090
2013-01-18,9324.8217,,2013-01-18,760.1877,,2013-01-18,2317.0700
2013-01-21,9330.4684,,2013-01-21,748.8165,,2013-01-21,2328.2210
2013-01-22,9372.6798,,2013-01-22,748.1207,,2013-01-22,2315.1390
2013-01-23,9381.7265,,2013-01-23,741.2205,,2013-01-23,2320.9110
2013-01-24,9384.9284,,2013-01-24,750.8743,,2013-01-24,2302.5980
2013-01-25,9439.3403,,2013-01-25,756.2772,,2013-01-25,2291.3040
2013-01-28,9423.8307,,2013-01-28,744.6692,,2013-01-28,2346.5050
2013-01-29,9476.9252,,2013-01-29,751.9444,,2013-01-29,2358.9770
2013-01-30,9433.2100,,2013-01-30,767.4738,,2013-01-30,2382.4750
2013-01-31,9407.3817,,2013-01-31,766.3621,,2013-01-31,2385.4220
2013-02-01,9505.5826,,2013-02-01,764.1671,,2013-02-01,2419.0200
2013-02-04,9402.0331,,2013-02-04,761.5375,,2013-02-04,2428.1540
2013-02-05,9498.4577,,2013-02-05,750.5388,,2013-02-05,2433.1300
2013-02-06,9508.3618,,2013-02-06,768.5069,,2013-02-06,2434.4770
2013-02-07,9493.7612,,2013-02-07,762.2865,,2013-02-07,2418.5300
2013-02-08,9531.5378,,2013-02-08,747.5294,,2013-02-08,2432.4020
2013-02-18,9546.7129,,2013-02-18,761.9430,,2013-02-18,2421.5580
2013-02-19,9617.5182,,2013-02-19,760.0817,,2013-02-19,2382.9140
2013-02-20,9495.6508,,2013-02-20,767.5376,,2013-02-20,2397.1780
2013-02-21,9442.1087,,2013-02-21,756.4451,,2013-02-21,2325.9510
2013-02-22,9528.7288,,2013-02-22,765.9891,,2013-02-22,2314.1640
2013-02-25,9357.3862,,2013-02-25,778.0534,,2013-02-25,2325.8190
2013-02-26,9409.1661,,2013-02-26,772.3834,,2013-02-26,2293.3410
2013-02-27,9526.7844,,2013-02-27,766.4404,,2013-02-27,2313.2200
2013-02-28,9509.0096,,2013-02-28,784.6956,,2013-02-28,2365.5930
2013-03-01,9533.9924,,2013-03-01,783.5351,,2013-03-01,2359.5060
2013-03-04,9581.6114,,2013-03-04,780.5753,,2013-03-04,2273.4040
2013-03-05,9669.4193,,2013-03-05,783.9128,,2013-03-05,2326.3060
2013-03-06,9671.8908,,2013-03-06,801.4071,,2013-03-06,2347.1790
2013-03-07,9695.6364,,2013-03-07,797.5768,,2013-03-07,2324.2930
2013-03-08,9728.8458,,2013-03-08,811.0751,,2013-03-08,2318.6110
2013-03-11,9768.2373,,2013-03-11,804.8493,,2013-03-11,2310.5930
2013-03-12,9741.1910,,2013-03-12,798.4677,,2013-03-12,2286.6050
2013-03-13,9750.8822,,2013-03-13,799.0417,,2013-03-13,2263.9680
2013-03-14,9809.5809,,2013-03-14,807.9841,,2013-03-14,2270.2770
2013-03-15,9789.1786,,2013-03-15,817.9314,,2013-03-15,2278.4010
2013-03-18,9738.0306,,2013-03-18,806.5860,,2013-03-18,2240.0160
2013-03-19,9717.0722,,2013-03-19,817.6915,,2013-03-19,2257.4340
2013-03-20,9775.6056,,2013-03-20,822.4294,,2013-03-20,2317.3740
2013-03-21,9696.9580,,2013-03-21,825.0853,,2013-03-21,2324.2420
2013-03-22,9763.4129,,2013-03-22,812.9611,,2013-03-22,2328.2780
2013-03-25,9727.8549,,2013-03-25,827.5018,,2013-03-25,2326.7150
2013-03-26,9807.1836,,2013-03-26,829.8491,,2013-03-26,2297.6690
2013-03-27,9803.2892,,2013-03-27,826.6266,,2013-03-27,2301.2590
2013-03-28,9845.4119,,2013-03-28,818.2936,,2013-03-28,2236.3020
2013-03-29,9837.0952,,2013-03-29,824.2874,,2013-03-29,2236.6210
2013-04-01,9790.7443,,2013-04-01,804.9887,,2013-04-01,2234.3950
2013-04-02,9827.5667,,2013-04-02,806.5345,,2013-04-02,2227.7400
2013-04-03,9727.4977,,2013-04-03,825.8197,,2013-04-03,2225.2950
2013-04-08,9792.6336,,2013-04-08,837.0566,,2013-04-08,2211.5920
2013-04-09,9825.6162,,2013-04-09,830.4452,,2013-04-09,2225.7750
2013-04-10,9930.9336,,2013-04-10,837.4578,,2013-04-10,2226.1260
2013-04-11,9970.9908,,2013-04-11,848.8142,,2013-04-11,2219.5530
2013-04-12,9931.2658,,2013-04-12,844.3720,,2013-04-12,2206.7800
2013-04-15,9695.1091,,2013-04-15,840.3891,,2013-04-15,2181.9420
2013-04-16,9826.5765,,2013-04-16,851.0905,,2013-04-16,2194.8460
2013-04-17,9675.5407,,2013-04-17,850.5763,,2013-04-17,2193.7960
2013-04-18,9622.1130,,2013-04-18,840.4527,,2013-04-18,2197.6020
2013-04-19,9703.9824,,2013-04-19,843.6656,,2013-04-19,2244.6430
2013-04-22,9752.3438,,2013-04-22,847.1683,,2013-04-22,2242.1690
2013-04-23,9845.2721,,2013-04-23,849.4185,,2013-04-23,2184.5380
2013-04-24,9849.1235,,2013-04-24,865.3962,,2013-04-24,2218.3180
2013-04-25,9875.5468,,2013-04-25,870.8813,,2013-04-25,2199.3070
2013-04-26,9842.7986,,2013-04-26,870.1878,,2013-04-26,2177.9120
2013-05-02,9918.1582,,2013-05-02,873.7756,,2013-05-02,2174.1230
2013-05-03,10033.9432,,2013-05-03,867.3394,,2013-05-03,2205.4970
2013-05-06,10046.9395,,2013-05-06,858.4109,,2013-05-06,2231.1660
2013-05-07,10094.4475,,2013-05-07,886.8748,,2013-05-07,2235.5750
2013-05-08,10119.4126,,2013-05-08,894.7699,,2013-05-08,2246.3000
2013-05-09,10073.1540,,2013-05-09,887.0668,,2013-05-09,2232.9710
2013-05-10,10131.5539,,2013-05-10,897.0198,,2013-05-10,2246.8310
2013-05-13,10141.1371,,2013-05-13,898.6549,,2013-05-13,2241.9200
2013-05-14,10237.8842,,2013-05-14,899.4371,,2013-05-14,2217.0100
2013-05-15,10296.0475,,2013-05-15,915.3025,,2013-05-15,2224.7970
2013-05-16,10248.7585,,2013-05-16,911.8582,,2013-05-16,2251.8060
2013-05-17,10337.8138,,2013-05-17,916.3710,,2013-05-17,2282.8700
2013-05-20,10330.6647,,2013-05-20,924.9051,,2013-05-20,2299.9860
2013-05-21,10333.9365,,2013-05-21,928.4445,,2013-05-21,2305.1140
2013-05-22,10247.2786,,2013-05-22,941.4330,,2013-05-22,2302.4030
2013-05-23,10224.4143,,2013-05-23,866.0986,,2013-05-23,2275.6670
2013-05-24,10205.5803,,2013-05-24,882.2705,,2013-05-24,2288.5330
2013-05-27,10196.3426,,2013-05-27,865.0918,,2013-05-27,2293.0770
2013-05-28,10262.1589,,2013-05-28,869.6675,,2013-05-28,2321.3180
2013-05-29,10196.0956,,2013-05-29,864.8168,,2013-05-29,2324.0170
2013-05-30,10227.5626,,2013-05-30,828.6862,,2013-05-30,2317.7490
2013-05-31,10077.3209,,2013-05-31,840.2056,,2013-05-31,2300.5950
2013-06-03,10138.7799,,2013-06-03,814.7267,,2013-06-03,2299.2520
2013-06-04,10071.3244,,2013-06-04,838.2134,,2013-06-04,2272.4160
2013-06-05,9936.0837,,2013-06-05,800.3364,,2013-06-05,2270.9310
2013-06-06,10017.1987,,2013-06-06,801.3267,,2013-06-06,2242.1100
2013-06-07,10126.5076,,2013-06-07,814.4523,,2013-06-07,2210.8980
2013-06-13,10081.9412,,2013-06-13,802.9884,,2013-06-13,2148.3550
2013-06-14,10021.7955,,2013-06-14,821.8455,,2013-06-14,2162.0410
2013-06-17,10096.1586,,2013-06-17,847.9348,,2013-06-17,2156.2150
2013-06-18,10183.5738,,2013-06-18,844.5237,,2013-06-18,2159.2910
2013-06-19,10046.7516,,2013-06-19,853.9193,,2013-06-19,2143.4540
2013-06-20,9798.8147,,2013-06-20,832.9982,,2013-06-20,2084.0210
2013-06-21,9835.8031,,2013-06-21,838.5256,,2013-06-21,2073.0950
2013-06-24,9722.7974,,2013-06-24,819.5719,,2013-06-24,1963.2350
2013-06-25,9808.7849,,2013-06-25,818.9749,,2013-06-25,1959.5080
2013-06-26,9904.7800,,2013-06-26,807.5672,,2013-06-26,1951.4950
2013-06-27,9969.0920,,2013-06-27,834.9378,,2013-06-27,1950.0130
2013-06-28,9924.7222,,2013-06-28,856.2960,,2013-06-28,1979.2060
2013-07-01,9981.2603,,2013-07-01,860.6697,,2013-07-01,1995.2420
2013-07-02,9970.6564,,2013-07-02,873.0081,,2013-07-02,2006.5600
2013-07-03,9983.7184,,2013-07-03,861.5637,,2013-07-03,1994.2680
2013-07-04,9975.9645,,2013-07-04,865.5287,,2013-07-04,2006.0980
2013-07-05,10083.4483,,2013-07-05,880.6356,,2013-07-05,2007.1990
2013-07-08,10139.1911,,2013-07-08,858.9766,,2013-07-08,1958.2730
2013-07-09,10199.7714,,2013-07-09,883.2956,,2013-07-09,1965.4540
2013-07-10,10188.7328,,2013-07-10,879.1243,,2013-07-10,2008.1260
2013-07-11,10317.9557,,2013-07-11,894.9265,,2013-07-11,2072.9910
2013-07-12,10355.1790,,2013-07-12,902.1582,,2013-07-12,2039.4860
2013-07-15,10374.7998,,2013-07-15,899.8952,,2013-07-15,2059.3900
2013-07-16,10341.1832,,2013-07-16,899.6708,,2013-07-16,2065.7200
2013-07-17,10363.1463,,2013-07-17,906.8925,,2013-07-17,2044.9220
2013-07-18,10426.7916,,2013-07-18,916.1279,,2013-07-18,2023.3960
2013-07-19,10448.8250,,2013-07-19,893.2381,,2013-07-19,1992.6480
2013-07-22,10464.9807,,2013-07-22,903.6975,,2013-07-22,2004.7620
2013-07-23,10442.3848,,2013-07-23,915.9129,,2013-07-23,2043.8760
2013-07-24,10401.4068,,2013-07-24,911.9252,,2013-07-24,2033.3290
2013-07-25,10438.8150,,2013-07-25,895.0522,,2013-07-25,2021.1740
2013-07-26,10440.8638,,2013-07-26,877.6696,,2013-07-26,2010.8500
2013-07-29,10399.3288,,2013-07-29,858.6567,,2013-07-29,1976.3060
2013-07-30,10414.1749,,2013-07-30,871.7043,,2013-07-30,1990.0640
2013-07-31,10415.7885,,2013-07-31,860.5028,,2013-07-31,1993.7990
2013-08-01,10544.7015,,2013-08-01,882.5176,,2013-08-01,2029.0670
2013-08-02,10568.6670,,2013-08-02,897.3648,,2013-08-02,2029.4180
2013-08-05,10544.4916,,2013-08-05,887.7769,,2013-08-05,2050.4810
2013-08-06,10481.7690,,2013-08-06,904.9770,,2013-08-06,2060.5000
2013-08-07,10437.3111,,2013-08-07,874.7316,,2013-08-07,2046.7780
2013-08-08,10473.9608,,2013-08-08,866.9055,,2013-08-08,2044.8950
2013-08-09,10430.6489,,2013-08-09,866.0214,,2013-08-09,2052.2350
2013-08-12,10418.1168,,2013-08-12,865.6491,,2013-08-12,2101.2830
2013-08-13,10453.8143,,2013-08-13,877.3512,,2013-08-13,2106.1560
